,Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence,Adjective Density,Spellcheck Percentage,Syllable Ratio,Latinate vs Germanic
6559,6594,3NZ1E5QA6Y0CPG4X54UAEDLRKKJ5B8,3.8,4.4,3.2,27,153,72.2222222222,4.81481481481,74.0740740741,"Well, you'll recall that Foley was a frequent guest star on Scrubs, which just happens to be the last hitcom overseen by Cougar Town mayor Bill Lawrence.",7.142857142857142,3.7037037037037033,1.2592592592592593,17.647058823529413
6560,6595,39KV3A5D176QT6ZI4JV22M9NFEZS7A,3.6,3.0,4.8,6,33,41.6666666667,4.33333333333,50.0,We look forward to your visit....,0.0,0.0,1.3333333333333333,16.666666666666664
6561,6596,3Z3R5YC0P2M4NZR3B2Y40JIQFLXTF5,2.8,3.4,5.2,3,15,33.3333333333,2.33333333333,66.6666666667,We need advice.,0.0,0.0,1.3333333333333333,0.0
6562,6597,307L9TDWJXRBCA6QUBBQQBN1ND5N3O,4.0,3.2,4.0,28,156,58.9285714286,5.96428571429,60.7142857143,"""We need to be careful that when these split-ups occur, that the prime cuts are not offered to private investors and the scraps left to taxpayers,"" he said.",10.344827586206897,0.0,1.2857142857142858,15.0
6563,6598,3RKHNXPHGVVU3YY6CIFBLSWX6VKUKY,5.0,5.0,3.4,23,142,56.5217391304,4.78260869565,65.2173913043,"""We need to continue to attract outside investments, but it needs to be done in a transparent fashion,"" said independent senator Godwin Hulse.",13.043478260869565,8.695652173913043,1.6521739130434785,31.25
6564,6599,3G9UA71JVUTXU3GSHPMOALI0JVN7JA,3.8,2.6,5.2,7,31,28.5714285714,2.71428571429,42.8571428571,We need to know which you have.,0.0,0.0,1.0,0.0
6565,6600,3LXX8KJXPV8F9XVICZCDWDQSDFLO9M,3.4,5.0,4.6,44,208,51.1363636364,7.38636363636,45.4545454545,"""We only had them for that one day and then Bruce had to go off to Istanbul and Arnold had to go back and do his governmental stuff. But I was impressed because they got up at 5:30 in the morning to do this.""",2.2222222222222223,0.0,1.2045454545454546,2.564102564102564
6566,6601,3VIVIU06FJBKKV393D3DH20Q15TIMK,2.8,4.4,5.4,19,107,63.1578947368,5.47368421053,52.6315789474,We particularly like the locals scene over the touristy places which are often spoke of here in the forums.,10.526315789473683,10.526315789473683,1.368421052631579,18.75
6567,6602,3S1L4CQSFW4Z83SU527N5ESYRWCAF1,3.6,5.2,3.4,24,117,70.8333333333,5.70833333333,50.0,We plan to drive from Boston to Washington and plan to visit a big outlet on the way and perhaps stay over the night.,4.166666666666666,0.0,1.25,5.263157894736842
6568,6603,3RQVKZ7ZRJIXO7IKA4GWB4WJHK127I,2.2,2.4,5.8,2,9,100.0,0.0,100.0,"WEP, WPA?",0.0,50.0,1.0,-1.0
6569,6604,3XD2A6FGFMTU7PNBJGTMGI0TA4NS9M,2.2,3.4,4.4,9,41,50.0,5.33333333333,55.5555555556,We read and read about a lot of bullshit.,0.0,0.0,1.1111111111111112,10.0
6570,6605,3TC2K6WK9F11OLN3K982P4SES47285,2.8,2.8,5.0,18,101,63.8888888889,2.83333333333,66.6666666667,"We're curious, how many of you iPhone fanatics rely on a baseband unlock to have a functional iPhone?",15.789473684210526,5.555555555555555,1.5,35.714285714285715
6571,6606,3SX4X51T8Z8TEG5N45QDS81CJX3OA1,3.6,5.6,3.6,8,48,56.25,6.75,75.0,We're going to downeast Maine (near Bar Harbor).,0.0,12.5,1.25,20.0
6572,6607,3NSM4HLQNQTOM8PK8EF37DBH2G7QQI,4.2,4.4,3.8,33,189,60.6060606061,6.69696969697,57.5757575758,We're huge fans of ubiquitous capture - recording everything that comes to mind when it comes to mind - as a method of getting organized and keeping things from slipping through the cracks.,6.25,6.451612903225806,1.4193548387096775,16.666666666666664
6573,6608,34D9ZRXCYQT8C8XGBM7MCDBDGM5SA1,4.4,5.4,4.2,33,202,59.0909090909,3.42424242424,72.7272727273,"Were it to produce its own hardware, Google would not only risk alienating HTC, Motorola and other Android partners but also Apple, whose iPhone depends heavily on Google services like Maps and YouTube.",6.0606060606060606,0.0,1.4848484848484849,11.11111111111111
6574,6609,3FJ2RVH25Y512Q6DP1EGP0NPCAP29U,2.2,3.0,4.4,3,19,16.6666666667,0.333333333333,100.0,'We're not animals',0.0,0.0,1.6666666666666667,100.0
6575,6610,3UEDKCTP9UPS5NMAZAM0B0IDYKN7K9,3.8,5.4,3.6,9,60,55.5555555556,2.44444444444,77.7777777778,"""We're representing many victims against the SEC,"" Lax said.",10.0,0.0,1.4444444444444444,100.0
6576,6611,389A2A304NHW4EA2MYKT82VILX80CP,4.4,4.4,4.8,25,136,60.0,4.96,56.0,"""We respect her decision and wish her the best in the future,"" said spokesman Bob Reed, who added that Quinn plans to fill the position.",4.0,0.0,1.24,30.0
6577,6612,3VMHWJRYHUFB4G0NGCZ1PM3WSHKXFR,3.0,5.0,5.2,13,75,61.5384615385,5.69230769231,61.5384615385,We're taking our camper and heading that way for our yearly week-long trip.,6.666666666666667,0.0,1.3076923076923077,7.6923076923076925
6578,6613,3J06WJ78HMJ8WOHIGC3NJN9X001VVB,2.6,4.8,5.0,19,112,39.4736842105,4.89473684211,63.1578947368,"""We're talking about each others career's,"" he said, ""why we joined, having fun and getting to know each other.""",4.761904761904762,5.263157894736842,1.3157894736842106,6.666666666666667
6579,6614,3BS6ERDL9261NH2VOJVL19NRJ06D63,4.4,5.2,3.6,25,146,58.0,1.84,60.0,"We're talking to Motorola about this, and we're not sure if it's an Android issue, something to do with the DROID specifically, or something else.",3.571428571428571,0.0,1.4,27.77777777777778
6580,6615,3VMV5CHJZ7EA1ZNYMM4MI4I2G0XTG4,2.6,3.6,3.8,16,81,43.75,2.875,68.75,"We rode bikes in, which doesn't require payment, so I'm not sure what the fee is.",5.555555555555555,0.0,1.1875,25.0
6581,6616,35NNO802AUVQ2DO9FEIDUHPQ6V3INK,5.4,3.8,4.6,32,191,67.1875,4.15625,62.5,"""We see that happen in our own country where, for whatever combination of reasons, one of the candidates decides not to go forward,"" Clinton told reporters in Abu Dhabi, United Arab Emirates.",3.125,0.0,1.5,4.0
6582,6617,3UXQ63NLA9LQR57IXRAHV2HO6AJLBC,5.4,5.6,4.0,32,188,67.1875,4.21875,59.375,"""We see that happen in our own country where, for whatever combination of reasons, one of the candidates decides not to go forward,"" Mrs Clinton told reporters in the United Arab Emirates.",3.125,0.0,1.5,4.0
6583,6618,336OE47KI1JLBDHN6M8J5PSB793VWL,4.6,4.6,4.6,10,58,70.0,4.4,50.0,We started this series by looking at the education sector.,0.0,0.0,1.7,66.66666666666666
6584,6619,3ZXNP4Z39QK3PT4SKAY1Q0VSNKS7LC,3.0,5.0,3.0,10,55,80.0,5.3,70.0,"We stayed at the Comfort Suites, Lake George last year.",10.0,0.0,1.1,20.0
6585,6620,3OKP4QVBP1W5M3OPGMD5NZSASBCAG0,3.8,5.0,3.6,15,110,66.6666666667,2.53333333333,86.6666666667,"We stayed at the Marriott Residence Inn...dog friendly if anyone is interested..very nice, breakfast included.",11.76470588235294,6.666666666666667,1.8666666666666667,22.22222222222222
6586,6621,3EQVJH0T4ZKO1VI96SM434U3V0ATH3,5.6,4.0,3.2,43,248,76.7441860465,5.60465116279,60.4651162791,"Western officials hoped that Abdullah would make a gracious exit for the good of the country rather than denounce Karzai for fraud, a move that could sharpen tensions at a time the United States and its allies are seeking unity against the Taliban.",4.651162790697675,2.3255813953488373,1.372093023255814,8.0
6587,6622,3UUSLRKAUK2KRHG07T0D7NNNEBQD72,5.2,5.0,4.0,54,341,64.8148148148,4.2962962963,59.2592592593,"""We thought that sooner or later, everyone would have to recognize the elections, even without the return of Zelaya, but we realized it was going to be a very painful, costly process,"" Martha Alvarado, deputy foreign minister and frequent spokesperson for the de facto government, said in a telephone interview from the capital, Tegucigalpa.",7.4074074074074066,1.851851851851852,1.5925925925925926,32.25806451612903
6588,6623,3PZDSVZ3J4GWU6PUUPG90GF71D1N49,3.4,4.4,4.6,37,179,48.6486486486,9.35135135135,48.6486486486,"""...We took some shots early and they were doing a good job getting to us, and we just needed to settle down as an offense and get into a rhythm. We were finally able to do that.""",5.405405405405405,5.405405405405405,1.2432432432432432,12.12121212121212
6589,6624,34R0BODSP0YAWJGHFVW0FLRCNHW5E8,3.4,4.2,4.4,32,184,59.375,3.5,71.875,"""We track tons of stuff - where people die, how many weapons are used, what's the most used weapon in a particular area, what's the longest playthrough for a checkpoint,"" Minkoff said.",12.12121212121212,9.67741935483871,1.2258064516129032,10.526315789473683
6590,6625,3R5LWXWHRZ7HIGWIRW5J7738TWKXGQ,3.2,4.6,4.0,22,105,68.1818181818,5.0,54.5454545455,We tried in many ways to configure the ATI video card but it looks as the G5 wan't work with Ubuntu 7.04.,4.166666666666666,9.090909090909092,1.1363636363636365,33.33333333333333
6591,6626,3GKAWYFRAOS9XNK03FUU79E8E5VPDK,3.2,5.2,4.6,18,106,77.7777777778,3.88888888889,55.5555555556,We used Insights for Search to track the fastest-rising searches related to [costume] in the U.S. in 2009.,5.0,0.0,1.3333333333333333,12.5
6592,6627,31SIZS5W58EOY94KLT43C3LMY29QRJ,2.6,4.0,4.4,16,81,34.375,2.625,62.5,"""We've all been to prison, and we know the code of how you're supposed to behave.",0.0,6.25,1.125,25.0
6593,6628,3AQN9REUTEF361C1U2QDK07KIAZYDO,4.4,3.4,3.4,40,234,60.0,5.05,57.5,"We've been avidly playing with the Verizon DROID by Motorola since its launch on Wednesday, and while we think it's still too early to give a definitive opinion on the Android smartphone either way, we wanted to share some highlights.",4.761904761904762,0.0,1.425,0.0
6594,6629,37OPIVELUT2JMZJ00SVN8Z4B7BPAHZ,2.6,4.0,3.4,12,59,58.3333333333,5.08333333333,41.6666666667,We've got the video all queued up for you after the bounce.,0.0,0.0,1.0833333333333333,14.285714285714285
6595,6630,3MNJFORX8A322XGDA6G6X3CCZIB5FQ,2.0,2.4,4.6,7,38,28.5714285714,1.57142857143,42.8571428571,We've never heard of it before either!,0.0,0.0,1.4285714285714286,0.0
6596,6631,3I6NF2WGIFV8GXC8LQMOFOCO0XB5GP,3.4,4.6,4.0,22,143,31.8181818182,3.09090909091,77.2727272727,"We've said it before and we'll say it again: we couldn't be more pumped for Sylvester Stallone's all-star action extravaganza, The Expendables.",7.4074074074074066,4.545454545454546,1.5,7.6923076923076925
6597,6632,3VP28W7DUMJ09B02HUNMM7J70HJFZ7,3.2,4.2,5.2,17,75,23.5294117647,3.11764705882,41.1764705882,"""We want him to not like us, although I like him, I like the guy,"" he said.",0.0,0.0,1.0588235294117647,0.0
6598,6633,3AFT28WXLE18KYOLGTIQ96PVW58IOZ,2.6,4.6,4.6,8,32,56.25,3.5,37.5,We watch it on TV and in movies.,0.0,0.0,1.0,0.0
6599,6634,3XUSYT70IS0696GGMUF4S8D06XK0DP,4.2,4.2,4.8,9,69,50.0,2.88888888889,66.6666666667,"""We welcome competition and objective opposition,"" he told delegates.",11.11111111111111,0.0,2.2222222222222223,50.0
6600,6635,3126F2F5F72EPTY0ZA5EDRWTEHWPED,1.8,4.2,4.8,11,54,59.0909090909,4.63636363636,45.4545454545,"We went to the new location this summer, and loved it!",9.090909090909092,0.0,1.2727272727272727,14.285714285714285
6601,6636,3A9LA2FRWRDVICRTB2N1S7F98WXXHP,2.6,4.2,5.0,11,68,63.6363636364,6.90909090909,45.4545454545,We went to this restaurant because they take the Entertainment Card.,0.0,0.0,1.4545454545454546,0.0
6602,6637,31ODACBENTE0ZO4X0I482DQIK4SQS7,2.6,3.6,4.6,15,90,53.3333333333,6.6,66.6666666667,We were just in Saratoga Springs Memorial Day weekend and drove by it..it looks fantastic.,6.25,6.666666666666667,1.4,50.0
6603,6638,3XJOUITW8TQ1EOHCPI9YCIM4MN6QTW,3.4,4.2,4.0,18,106,61.1111111111,4.44444444444,50.0,"""We were searching in that area because of the drift that would have naturally occurred after that event.""",0.0,0.0,1.3888888888888888,16.666666666666664
6604,6639,3V8JSVE8YXP8Y7Q1QX1XQIP5IM0YEH,2.6,4.0,2.6,10,49,40.0,8.6,50.0,* We were thinking of getting the train there (?),0.0,0.0,1.5,0.0
6605,6640,31ANT7FQN71MGT7J5W460OOPFXO5HO,2.2,2.4,4.8,7,35,50.0,4.71428571429,57.1428571429,We were thinking of Lake Placid ...,0.0,0.0,1.3333333333333333,0.0
6606,6641,3MJ9GGZYO25F79GIH7SGLVY9IS72A9,3.4,4.2,4.4,15,76,70.0,4.8,60.0,We were thinking of Mystic Seaport along the way but need ideas in NY state.,0.0,0.0,1.2,12.5
6607,6642,32L724R85KJQ5Y0MVTV5Y6UL6A4IPG,4.0,5.4,4.4,35,168,52.8571428571,5.6,51.4285714286,We will be coming to New York in November - I need to find a Walmart - can you let me know if there is one near which is within travelling distance from the subway/cab.,0.0,6.0606060606060606,1.3636363636363635,5.555555555555555
6608,6643,35A1YQPVFDFMCOI3BEMR00P4FA35IH,3.4,4.0,3.0,7,33,42.8571428571,6.42857142857,57.1428571429,We will be leaving at about 10am.,0.0,0.0,1.1428571428571428,0.0
6609,6644,3WRBLBQ2GQ79LQQ7OKGCYTGXJP0G0F,3.8,4.2,5.2,22,104,45.4545454545,6.68181818182,54.5454545455,"""We will have an assessment of the issues that arose - why this has turned out to be so acute,"" he said.",4.761904761904762,4.761904761904762,1.1904761904761905,17.647058823529413
6610,6645,3WGZLY9VCGLORVLJHYSJLNJIPVWD8P,2.0,3.0,3.4,10,44,60.0,8.8,50.0,We will have to give that a try this summer.,0.0,0.0,1.1,0.0
6611,6646,34KYK9TV2Q7DVI28H07I7OVJY4QSBW,4.0,3.6,3.4,8,43,12.5,3.25,50.0,"""We will match whatever they do,"" she said.",0.0,0.0,1.25,12.5
6612,6647,3ZTE0JGGCDRH7V2LOJM4Y3R0J0OOC3,3.4,3.8,3.4,10,49,15.0,10.8,80.0,We will most likely get the pass I've read about.,9.090909090909092,0.0,1.1,0.0
6613,6648,3BO3NEOQMZGJIUUK6AD88B5Q7O4AIS,2.2,3.0,3.6,9,44,33.3333333333,3.22222222222,55.5555555556,We will need a hotel that can accomadate us!,0.0,11.11111111111111,1.4444444444444444,11.11111111111111
6614,6649,3E9ZFLPWOXRVE72DHK5MSJGO89CXII,3.2,4.6,4.2,40,218,60.0,3.4,62.5,"We will spend all of Saturday morning in Cleveland (where I lived for 11 years, she's never been west of Jersey) and then drive to Detroit to spend Passover with my family (The GF isn't Jewish, new experience for her).",7.142857142857142,0.0,1.35,2.857142857142857
6615,6650,3INZSNUD8ZPO504TMQYXLJET91ED9E,3.8,4.6,4.6,17,96,70.5882352941,2.47058823529,52.9411764706,"We will spend Monday evening at the Doubletree, priceline'd for $70, and have dinner at The Keg.",0.0,11.76470588235294,1.2941176470588236,0.0
6616,6651,3RSBJ6YZEBPOA7MVFLC569C3GDGOFE,3.4,4.0,3.2,21,109,61.9047619048,5.61904761905,57.1428571429,"'We will want to see stuff on the ground, in the High Street. That is what is needed for proper competition.'",4.761904761904762,0.0,1.238095238095238,13.333333333333334
6617,6652,3R5OYNIC2B8GECGXP5U9CDWUHRKTP8,4.8,4.6,5.0,12,78,66.6666666667,6.83333333333,66.6666666667,"""We would also hold a Competition Commission inquiry into the banking market.""",0.0,0.0,1.8333333333333333,0.0
6618,6653,3D5G8J4N593TJWDTBH38I5LC3FLTVT,2.0,3.4,4.2,18,85,41.6666666667,5.33333333333,66.6666666667,"We would go there again, although not sure if my kids would like it as much as pizza!",5.555555555555555,0.0,1.1111111111111112,27.27272727272727
6619,6654,3JU8CV4BRKB01KBPTO8AI3Q7IJ2POH,4.4,4.8,4.8,16,86,56.25,5.625,62.5,We would probably prefer to stay close to as many of the main attractions as possible.,18.75,0.0,1.4375,30.76923076923077
6620,6655,3VCK0Q0PO4DFVI7TBOT7ODPUK1M0N7,3.2,2.8,4.4,6,35,83.3333333333,4.16666666667,50.0,What a bad advertisement for Ubuntu,16.666666666666664,0.0,1.6666666666666667,0.0
6621,6656,3VDI8GSXAESR3FVAJOTRR8MF2NCG82,4.0,4.8,4.0,29,193,63.7931034483,6.31034482759,51.724137931,"what about a little script that calls your notification script (or better a start-stop-daemon?!), executes it in the background (with ampersand &)and then terminates, so that udev can continue?",6.451612903225806,6.896551724137931,1.6206896551724137,9.090909090909092
6622,6657,3HKIF5DF6XWRHKEKOGZ5R4HQMTUG9R,3.6,2.8,4.8,4,29,75.0,2.5,50.0,What about apparel retailers?,0.0,0.0,2.0,0.0
6623,6658,3C8QQOM6JO00EDLO312YHPL1103LIL,3.4,4.6,4.0,9,65,88.8888888889,0.888888888889,77.7777777778,"What about Kdiary; Ktagebuch; GTK Journal; Xournal, Zim; Kontact?",0.0,55.55555555555556,1.5555555555555556,0.0
6624,6659,3QMELQS6Y4AVORL06KQ56Y4VY1XR6N,4.2,3.0,4.0,12,72,54.1666666667,7.83333333333,75.0,what advice is there that will make wifi-radar not crash one's computer?,0.0,16.666666666666664,1.3333333333333333,10.0
6625,6660,3OEWW2KGQIARCN8ZOFHFI99I400DOS,2.6,3.2,5.4,5,22,30.0,6.6,40.0,What am I doing wrong?,20.0,0.0,1.2,0.0
6626,6661,3E9VAUV7BVD58U9PASZBUZZEX72AYY,2.8,3.0,5.6,4,18,12.5,5.0,25.0,What am I missing?,0.0,0.0,1.25,0.0
6627,6662,34YWR3PJ279K7CLXDUGGMFGSMFW0XR,2.6,3.0,5.6,5,33,60.0,3.2,80.0,What are Hulu's Mysterious Plans?,0.0,0.0,1.8,50.0
6628,6663,3B286OTISDGFD5EQOSY8KCKQK3TJAD,3.6,4.0,4.4,17,86,88.2352941176,9.94117647059,58.8235294118,What are the best deals for day trips (flights) to Niagara Falls at the end of August?,5.88235294117647,0.0,1.1764705882352942,11.11111111111111
6629,6664,37NXA7GVSS550J5O281HWEBV92ZLVI,4.6,5.4,4.8,14,91,85.7142857143,2.64285714286,71.4285714286,"What are the quiet, laid-back beaches in the area (Shelter Island, Orient Point, Southold)?",6.666666666666667,7.142857142857142,1.4285714285714286,60.0
6630,6665,3KL228NDMULBYGXBSDQUHDV6XN6GKL,2.6,2.6,3.8,4,19,50.0,3.5,50.0,What are the rates?,0.0,0.0,1.0,50.0
6631,6666,30Y6N4AHYOVU900FG7YJC4ENFNKDR1,3.6,2.2,3.0,5,22,40.0,3.4,40.0,What a treat we found.,0.0,0.0,1.0,100.0
6632,6667,3WUVMVA7OA25DKJU6E1U868G316AZP,2.0,2.2,3.6,4,17,0.0,2.0,75.0,"""What can we do?""",0.0,0.0,1.0,0.0
6633,6668,3P4C70TRMQGMIMFTDD2VWD8LMNBGLO,4.4,5.4,4.8,57,346,72.8070175439,4.87719298246,63.1578947368,"What car lovers wandering through such a museum might someday see are samples of a mind-boggling inventory assembled in a stunningly short amount of time, from the world's best assortment ofDuesenbergs - including the most expensive one ever sold - to iconic American muscle cars to the rarest Ferraris to a Lincoln ordered by Queen Elizabeth II.",8.771929824561402,5.454545454545454,1.6545454545454543,21.73913043478261
6634,6669,3X0EMNLXEOOVR4KMU0UODVKFECZPVJ,2.4,3.8,5.8,6,33,33.3333333333,5.83333333333,66.6666666667,What connection speed do you get?,0.0,0.0,1.3333333333333333,14.285714285714285
6635,6670,3M4KL7H8KUM7VMMJ8QBQ07MIU33616,4.6,5.2,4.0,16,85,56.25,3.9375,56.25,"What counts as an essential iPhone app changes all the time, and so should our guide:",6.25,0.0,1.125,50.0
6636,6671,385MDVINFBECKIHTPXU021HHCMWWJ1,4.0,3.6,4.2,4,18,0.0,4.0,50.0,What does it mean?,0.0,0.0,1.0,0.0
6637,6672,3P520RYKCG5RLFD35VB5J3DF95QU5E,5.4,5.0,4.2,19,113,44.7368421053,8.42105263158,73.6842105263,"What does seem clear is that what Maue calls the global ""recession"" in hurricane activity probably will end soon.",10.526315789473683,10.526315789473683,1.5263157894736843,33.33333333333333
6638,6673,306996CF6VJD1Y3E4HSYBN8A84F1BN,2.6,3.4,4.2,11,55,27.2727272727,6.18181818182,54.5454545455,What do you get when you type fglrxinfo in the console?,0.0,9.090909090909092,1.2727272727272727,22.22222222222222
6639,6674,3HO4MYYR11NN4JDHAELAB9RF501U6U,2.8,1.6,5.2,4,18,0.0,4.0,50.0,What do you think?,0.0,0.0,1.0,0.0
6640,6675,3MA5N0ATTBA7V2NB7IUC3GHURBWWK0,3.0,5.0,5.0,12,79,54.1666666667,7.41666666667,83.3333333333,What else does not work in general terms...not interested in isolated problems.,23.07692307692308,0.0,1.6666666666666667,0.0
6641,6676,30U1YOGZG9V6AF0SVWYO2EJJ1P3DSP,3.8,4.6,3.6,16,83,65.625,4.875,50.0,"What ensued was 2 1/2 hours of beatings and raping, at times with a foreign object.",5.88235294117647,0.0,1.3125,0.0
6642,6677,38O9DZ0A61MEK74FRUB45QWNM9H62N,2.0,2.8,5.2,5,25,0.0,4.6,60.0,what errors does it give?,0.0,20.0,1.2,0.0
6643,6678,3RTFSSG7T75IF85TSI6DIGU9GB1LWS,1.8,4.4,4.2,10,54,60.0,5.2,50.0,"""Whatever sounds good to my ears, I'll vote for that.""",9.090909090909092,0.0,1.2,11.11111111111111
6644,6679,3RTFSSG7T75IF85TSI6DIGU9GB1WL3,4.2,3.8,4.2,57,341,72.8070175439,5.49122807018,63.1578947368,"""Whatever the results are I don't think they portend a lot in dealing with the future,"" White House press secretary Robert Gibbs told reporters on Friday, pointing to the fact that Democrats won the Virginia and New Jersey governors' races in 2001 despite a very popular President Bush, with Republicans picking up seats in Congress in 2002.",5.172413793103448,0.0,1.4385964912280702,37.03703703703704
6645,6680,37VUR2VJ69OWB3VKIHOTM7ESQPF1CU,3.0,2.4,3.6,9,56,27.7777777778,4.11111111111,66.6666666667,"What, exactly, is it that ""journalists are supposed to""?",0.0,0.0,1.5555555555555556,16.666666666666664
6646,6681,3IZVJEBJ69J4QI7RG1KIS16U7IGZ6O,3.6,3.0,2.6,9,40,33.3333333333,5.22222222222,44.4444444444,What file is it that I have to download?,0.0,0.0,1.1111111111111112,11.11111111111111
6647,6682,3B9XR6P1WDUKWFJIU6Y4FN4W2LEJB8,4.4,3.0,4.2,9,44,50.0,4.77777777778,55.5555555556,What fools our fathers were if this be true.,11.11111111111111,0.0,1.1111111111111112,0.0
6648,6683,3IYI9285WRZ36KBO86UZQ7AEK6EJCF,2.6,2.4,4.6,6,31,33.3333333333,5.33333333333,66.6666666667,What graphics card do you have?,0.0,0.0,1.1666666666666667,14.285714285714285
6649,6684,30P8I9JKOHKRYU23ALLAFPFYNCYV53,2.0,3.0,4.4,3,22,0.0,0.0,66.6666666667,"What happens, exactly?",0.0,0.0,2.0,0.0
6650,6685,3A3KKYU7P2G2LQNESU7SIT9YGGRWM5,2.6,3.8,4.2,20,106,40.0,4.1,50.0,what helped zenity to be executed was sudoing it and telling it with which user and display to connect it:,0.0,15.0,1.5,7.6923076923076925
6651,6686,3ZFRE2BDQ8DH9XRNHOT8SEJE4MEXZF,4.6,5.0,4.0,14,77,39.2857142857,5.07142857143,71.4285714286,"What I found when I arrived was a lot of very gracious,extremely busy people.",13.333333333333334,7.142857142857142,1.4285714285714286,20.0
6652,6687,3XH7ZM9YX1TI6ANY4RTHQ8VXO25R9Y,3.2,4.8,4.0,21,108,45.2380952381,4.47619047619,61.9047619048,What I have noticed is (I used Clem's script with the sudo umount) it doesn't seem to work without the sudo.,4.3478260869565215,4.761904761904762,1.238095238095238,0.0
6653,6688,3GITHABACXKMRSA7QBXL71I9HZ62NT,3.4,4.6,3.8,14,62,57.1428571429,7.71428571429,57.1428571429,"What I like is that the text is written in a open format, XML.",7.142857142857142,7.142857142857142,1.1428571428571428,14.285714285714285
6654,6689,30QQTY5GMJJ68JRMTOQ2HNRB0BLU7T,4.6,4.8,4.4,20,117,47.5,6.1,70.0,"""What is being looked at seriously is whether we need further increases in spending next year,"" said a Labour source.",10.0,5.0,1.4,7.142857142857142
6655,6690,37J05LC5AWIDBCH282PAADSW56QJDF,2.6,3.4,4.4,7,42,57.1428571429,2.85714285714,57.1428571429,What is everyone using for these settings?,0.0,0.0,1.5714285714285714,0.0
6656,6691,3LAZVA75NHQ49DAJRQXYMQIE79B2O8,3.4,3.4,4.8,12,70,75.0,3.08333333333,50.0,What is the command to remove this obsolete folder from the terminal??,8.333333333333332,0.0,1.5833333333333333,40.0
6657,6692,3D1UCPY6GF8Q93JMO9M78EX6YI783M,3.8,3.4,4.0,11,80,68.1818181818,3.18181818182,63.6363636364,What is the effective difference between unmounting and ejecting external media?,18.181818181818183,0.0,2.0,33.33333333333333
6658,6693,3K8CQCU3KD08388E4VMSV8YYL61WN5,3.6,3.6,3.0,13,67,76.9230769231,4.15384615385,53.8461538462,What is the general consesus on the safest way to remove the drive?,15.384615384615383,7.6923076923076925,1.3076923076923077,0.0
6659,6694,34HEO7RUG5TWBTX3WX7HM36HUKNRAD,2.4,3.6,3.8,8,41,37.5,4.5,50.0,What is the monitor that you are driving?,0.0,0.0,1.375,50.0
6660,6695,3S8A4GJRD22NHY2HF4VF7VTYJ79V6J,4.0,4.2,2.4,10,56,70.0,3.4,50.0,"What is the native resolution of the 17"" Studio Display?",10.0,0.0,1.6,50.0
6661,6696,3MGHRFQY2KO97HB7IQ2I5TN1OLQ0YX,5.4,4.2,4.2,14,88,60.7142857143,2.64285714286,71.4285714286,"What it doesn't have, despite Flickr's initial success, is any momentum in social media.",12.5,0.0,1.5714285714285714,80.0
6662,6697,341H3G5YFZD9C7LCEC41J0W3UFU0ZO,2.8,4.8,3.2,34,204,55.8823529412,3.79411764706,52.9411764706,"(what i tried up to now * the ampersand ""&"" after the script, which usually works in normal terminals * disown; unfortunately it seems to kill the script.)  and finally here's the corresponding udev-rule:",9.090909090909092,6.451612903225806,1.7419354838709675,13.043478260869565
6663,6698,306996CF6VJD1Y3E4HSYBN8A84EB1W,3.4,4.0,3.8,9,51,72.2222222222,4.11111111111,66.6666666667,What kind of display adaptor does your system have?,0.0,0.0,1.3333333333333333,0.0
6664,6699,3SD15I2WD1T35P0YVUP9O01FSNH63Y,3.6,3.4,4.0,9,44,61.1111111111,7.44444444444,55.5555555556,What kind of error message are you getting ?,0.0,0.0,1.5,25.0
6665,6700,3MQY1YVHS2JKQJLANLSCG6IF0ASB2D,3.2,2.6,3.8,6,26,33.3333333333,3.33333333333,50.0,What more can you ask for.,0.0,0.0,1.0,0.0
6666,6701,3H6W48L9F3O86TKRKAZKZX3TLL1PWT,2.2,3.0,4.8,5,26,20.0,6.2,80.0,What others are out there?,0.0,0.0,1.2,33.33333333333333
6667,6702,3DGDV62G7N8MUDMK6QADBQN4HE72PP,1.8,2.4,4.8,4,27,62.5,1.75,75.0,what's a start-stop daemon?,0.0,25.0,1.5,0.0
6668,6703,38EHZ67RILR6O4XEDP3AWQNAMS1GMQ,3.6,5.0,3.8,9,56,44.4444444444,1.22222222222,44.4444444444,"What scares her: ""Clowns. That, and becoming my mother.""",0.0,0.0,1.3333333333333333,0.0
6669,6704,39TX062QX0NGO4KUWHYZODEZPRH3XQ,2.6,4.0,4.4,5,36,20.0,1.0,60.0,"What scares her: ""Getting pregnant.""",0.0,0.0,1.4,-1.0
6670,6705,3JUDR1D0D5Q7UPNZ63P2BVDEMAT2QG,3.2,3.6,4.4,8,48,56.25,3.0,62.5,"What scares him: ""Big, giant rats and opossums.""",0.0,0.0,1.25,0.0
6671,6706,32TMVRKDGMXBRZ2QONRQIJPCCI3847,2.2,5.2,2.4,9,53,27.7777777778,2.44444444444,66.6666666667,"What scares him: ""I'm really only scared of heights.""",0.0,0.0,1.3333333333333333,14.285714285714285
6672,6707,3UL5XDRDNBITNI6Q2SA0NBVQCEY85C,2.0,3.0,4.6,4,19,37.5,11.5,75.0,whats going on here,0.0,25.0,1.25,0.0
