Sentence,ADF Score,FK Grade Level,Reading Time,WF Score
"The poll of 800 registered voters, interviewed by SurveyUSA from Oct. 26-28, gives Democrat Garamendi a 10-point lead over Republican David Harmer.",4.166666666666666,11.9,1.85,6.286199999999999
"The possibilities are numerous - career choices, children, freedom.",12.5,15.9,0.87,5.862300000000001
"The pre-budget report, expected early next month, is likely to retain the pledge made in the spring to halve the public spending deficit, currently £175 billion, by 2014.",17.24137931034483,13.0,2.1,7.083699999999999
The premise of extending the media experience to the cloud is a core necessity for the survival and growth of the media industry.,0.0,12.3,1.57,6.811
The previous six games for Notre Dame (6-2) were nerve-wrackers decided in the final minutes.,17.647058823529413,8.0,1.16,6.0344
"""The prices are just good here. You can't beat them,"" Peterson said.",7.6923076923076925,0.9,0.84,5.813199999999999
The price was extremely reasonable.,20.0,7.6,0.46,5.3138000000000005
"The prime minister is keen to use the autumn pre-budget statement to announce a new ""fiscal stimulus"", with billions of pounds of extra money for housing, infrastructure projects and training.",16.129032258064516,15.0,2.39,7.5819
"The prime minister of Belize, Dean Barrow, has pledged to resist any attempt by Ashcroft to reclaim the cash from one of the most impoverished countries in central America.",10.344827586206897,13.4,2.12,6.532
"The Prime Minister phoned the journalist, pleading with him to take the job and help Labour win the Election.",0.0,7.2,1.34,6.2586
"The Prime Minister's attempt to boost his image suffered a humiliating blow last night after it was disclosed that he struggled to find anyone to take on a plum post as an £80,000-a-year Downing Street spin-doctor.",2.4390243902439024,15.0,2.63,6.869200000000001
"""The prime minister will be able to present his government's proposal about what they are doing regarding settlements, which I think when fully explained will be seen as being not only unprecedented but in response to many of the concerns that have been expressed.""",8.88888888888889,19.3,3.26,8.703199999999999
"The printer adds OK but when I goto print a test page it tells me that  ""The operation timed out when attempting to contact 192.168.0.1""",0.0,10.7,1.63,6.0361
The printers windows should show up.,0.0,2.1,0.46,5.8383
"the problem before was there, because when zenity failed to start correctly, your script would enter an infinite loop",0.0,9.5,1.45,6.4523
"The problem is if you try to shutdown postgres using the init.d-script, it won't succeed.",0.0,6.8,1.1,6.5869
The problem is rather old but i think I have the solution to this problem and maybe this will help somebody having the same issue with postgres - because I had it a few days ago.,11.428571428571429,13.4,2.1,6.472699999999999
"the problem seems to occur on any sort of network (unsecured, wpa, wep), and on pretty well every network i've tried it on.",4.166666666666666,8.7,1.48,7.1543
"The problems seem to arise when I try and first connect to a network, or reconnect following waking the system.",5.0,9.9,1.35,6.025999999999999
THe problem was the line,0.0,0.5,0.29,5.3414
The problem with the command suggested is that it promts for the <directory> at the end of the command.,0.0,8.3,1.25,6.3994
"The production had failed to build a strong advance sale and grossed only about $124,000 for eight performances last week.",9.523809523809524,7.6,1.51,6.289100000000001
The program doesn't support extended ASCII (at least in Linux).,18.181818181818183,7.2,0.79,5.4186
The progress means there is a glimmer of hope that the bridge could reopen in time for Monday's commute.,0.0,6.0,1.26,6.0863
"The projected drop in employment would be the smallest since August 2008, indicating the labor market is deteriorating at a slower pace.",9.090909090909092,14.2,1.69,5.905200000000001
"The project wasn't able to keep my full attention beyond the ability to simply connect, which I did.",10.526315789473683,8.0,1.22,6.0047999999999995
The proposal also would require politicians to file quarterly reports on their fundraising and spending rather than their typical twice-a-year disclosures.,8.695652173913043,12.7,1.98,6.1459
"The proposal would limit donations to candidates to $5,000 each for the primary and general elections from individuals, $10,000 from corporations and unions and $50,000 from political action committees.",6.25,18.1,2.56,6.195
"The prospects for the old media industry appear bleak, as the rest of the media industry follows the music industry into decline.",4.545454545454546,11.9,1.59,6.3792
"The Purchasing Managers' Index rose to a seasonally adjusted 55.2 in October from 54.3 in September, the Federation of Logistics and Purchasing said today in an e-mailed statement in Beijing.",0.0,17.4,2.38,6.004
"""The purpose of this book is to tell the truth. It's just about the truth and nothing more,"" he said.",0.0,1.3,1.2,6.8401
"The puzzlers are eventually due to be assisted by a computerized machine, known as the E-Puzzler, developed by scientists at the Fraunhofer Institute, the same lab that created the MP3 format.",9.375,16.6,2.38,6.370799999999997
"The puzzlers' work helps prevent the public from forgetting how bad the East German regime was, Metzler says.",16.666666666666664,8.0,1.35,6.669300000000001
"The puzzlers work in a former asylum seekers' application office in Zirndorf, a small town in deepest Bavaria.",11.11111111111111,10.3,1.37,5.931400000000001
"The query at the top of the charts is [lady gaga costume] - no surprise, as the star wears quite a few costumes on a regular basis herself:",14.814814814814813,10.3,1.65,6.134600000000001
"The query [twilight costume] has the most search volume, with [true blood costume] not far behind.",12.5,6.0,1.22,6.5821000000000005
"(the question is, what does ""remove"" mean here; does it mean unmount? or..?)",0.0,3.6,0.94,6.0613
"The quicker method is to turn it upside down, undo about 8 small Phillips screws on the keyboard bezel and 4 holding the keyboard on, then read the label on the wifi card (located under the touchpad).",8.108108108108109,14.2,2.41,7.3797
The quickest and fastest way to get around is the subway.,18.181818181818183,2.9,0.69,5.4285000000000005
The race has pitted conservative and moderate wings of the Republican Party as political leaders seek to stake out the future of the GOP.,12.5,12.7,1.67,6.0125
The raging battle of words however leaves him unfazed.,11.11111111111111,6.8,0.68,5.379300000000001
"the rainbow centre should be a last resort, but depending on the time of year your coming (peak season or not) it might be the only option.",11.11111111111111,10.3,1.66,6.5422
The ranking is based on a composite of total offshore activity and measures such as whether a jurisdiction obtains beneficial ownership information about companies and the degree of cooperation in turning over requested financial information.,14.285714285714285,21.7,3.06,6.1375
The ransom demand for the return of the couple was made on Friday in a call to the BBC in which the pirates' representative blamed Nato operations in the area for destroying the local economy.,5.714285714285714,15.8,2.32,7.046600000000001
"The rape finally stopped, around midnight, after students at a house down the block heard of what was going on and called police.",0.0,8.7,1.57,5.9999
"""The rapid reshuffling of the hosts and so forth indicate it's perhaps a show on its last legs.""",15.789473684210526,5.6,1.16,5.8478
The reaction from feminist women when told to quit whining?,10.0,7.2,0.73,5.9279
"The reality is that a lot of Scozzafava's ex-supporters, many of whom don't like either Hoffman or Owens, simply won't vote.",8.0,10.3,1.53,6.242899999999999
"The reality that I've come to accept is that in today's political arena, you must be able to back up your message with money - and as I've been outspent on both sides, I've been unable to effectively address many of the charges that have been made about my record.",11.320754716981133,20.0,3.16,6.775400000000001
There appears to be some significance in using gksudo vs sudo but I'm have seen them both work in the same command line statement.,8.0,10.3,1.57,6.481499999999999
There are additional signs South Korea's economy is recovering.,20.0,12.7,0.81,5.380999999999999
There are a few (maybe 40?) free parking spots on the shoulder of the parkway in the State Park.,10.526315789473683,6.0,1.15,5.6690000000000005
"""There are always demands made in any negotiation that are not going to be fully realized,"" she said.",0.0,10.3,1.23,5.2741999999999996
"There are a whole bunch of wireless devices that work with native linux drivers, that will make you life so much easier.",13.636363636363635,8.3,1.45,5.5821
"There are five contested council seats with no incumbent this year - two at-large seats and geographical Districts A, F and G.",13.636363636363635,11.5,1.54,5.650799999999999
There are hopeful aspects.,25.0,3.7,0.34,5.203200000000001
There are lots of things to do in Lake Placid and Wilmington and the surrounding area.,0.0,6.0,1.04,5.6752
"There are many such examples emerging in the app store (I am T-Pain, TapTap and many more).",22.22222222222222,5.2,1.1,5.1418
"There are nearly 700,000 active entities registered in Delaware -- and about half of those publicly traded in the United States, according to the group.",4.0,12.7,1.88,5.8047
(There are no-smoking areas),0.0,3.7,0.37,4.815900000000001
There are no Walmarts in NYC.,0.0,0.9,0.35,5.254700000000001
"""There are other nice collections, but they are usually oriented towards one particular car or period. He bought across the board. He had everything. There was not a single type of car he did not have. He could send cars to any event that was specializing in any genre and they really wouldn't have to ask anyone else.""",6.779661016949152,5.5,3.85,7.997199999999999
There are other packages available that do similar things.,33.33333333333333,6.8,0.73,4.9832
"""There are plenty of reasons to be suspicious of the records elsewhere that rely exclusively on satellite data,"" he said.",5.0,11.1,1.5,6.4138
There are reports of being able to use PC card in Macs under Linux as the drivers are the same.,10.0,7.6,1.12,5.742899999999999
"There are several motels in the area, some right on the River which are quite nice from the outside.",15.789473684210526,7.2,1.2,5.9969
"There are several nice places to stay in Alexandria Bay - the Riveredge Resort, the Edgewater Resort and Bonnie Castle Resort are just a few.",12.5,11.5,1.72,6.112500000000001
There are sightings posted every summer.,0.0,6.8,0.51,5.6381
There are some really cool programs and they also have the zoo.,8.333333333333332,4.4,0.76,5.290000000000001
There are times of inconvenience and any abuse will be fought and overcome.,0.0,4.8,0.93,5.462900000000001
The reason for this email is to ask you to keep this story alive for Mr. Hoffman.,5.88235294117647,5.2,0.95,5.9232000000000005
"There, authorities booked him on two counts of aggravated assault and transported him to a Maricopa County jail in Phoenix, police said.",4.545454545454546,11.9,1.69,6.0346
"There could be further divestments required of RBS but these are not expected to include its extensive activities in the US, including its ownership of Citizens Bank.",7.4074074074074066,15.0,2.06,7.541000000000001
There has been speculation that Johnson might be forced to change his request to Nutt to quit if a sufficient number of council members came out in his support.,6.896551724137931,12.2,1.94,7.2883000000000004
"There have been 800 reported cases of the flu in Cuba, including seven deaths.",7.142857142857142,7.6,0.95,5.9139
"""There have been constant meetings between the pirates, and they finally disagreed over the management of the couple,"" said Mahamoud, a resident of Xarardheere, a pirate stronghold along the shore.",3.3333333333333335,13.8,2.47,7.1697
"There have been numerous allegations of abuses by the de facto government, including arbitrary detentions and the use of excessive force by troops.",13.043478260869565,13.4,1.84,6.988699999999999
There he was arrested on September 24 at a motel room for allegedly listening to a police scanner and relaying information on Twitter to help protesters avoid heavily-armed cops -- an activity the State Department lauded when it happened in Iran.,0.0,20.1,3.03,6.3523
There is a 2000 acre preserve there that you can hike from 1 mile to 10 miles.,0.0,4.0,0.91,5.6938
"""There is a commission that should have been set up, the media, commission, it's taking long because if it was in place it was supposed to deal with whatever issues related to media complaints.""",0.0,14.2,2.37,6.516099999999999
"""There is a delicate balance to strike between showing leadership in this area and facilitating a scientific debate.""",11.11111111111111,12.7,1.47,5.2229
"There is a desktop integration mentioned for GNOME, but the files you download include desktop integration for KDE as well.",10.0,11.1,1.53,6.6836
There is a great post I would refer you to:  http://ubuntuforums.org/showthread.php?t=516747,17.647058823529413,9.9,1.19,6.4576
there is a lot to do if you like to be on the go- but there isn't a ton to do if you aren't into the outdoors.,3.4482758620689653,7.9,1.23,6.919
There is also a bike shop right next to the Pancake house as well...,7.142857142857142,2.9,0.81,5.8119
There is also another file called .xsession-errors that will give us some information.,0.0,8.4,1.09,5.5943000000000005
There is also theatre in Lake Placid and Saranac Lake depending on the season.,7.142857142857142,6.4,0.95,5.1315
"""There is a need to check large scale religious conversion being carried out in the country through inducements by incorporating the provision of embracing any faith before a competent authority,"" Singh said addressing the 'Amrit Mahotsav' of senior BJP leader Kailash Narayan Sarang, here last night.",10.869565217391305,22.4,3.76,7.2155000000000005
There is an unlit trail that shortens the walk to these motels.,8.333333333333332,4.4,0.76,5.895
"""There is an urgent need for countries like Australia and Germany to offer permanent refuge for not only the Uighurs temporarily resettled in Palau or still detained at Guantanamo, but also detainees from countries like Algeria, Libya and Tajikistan,"" he said.",4.878048780487805,18.1,3.23,7.499899999999999
There is a particularly useful script I use that requires login as admin.,7.6923076923076925,8.4,0.9,5.4174
There is a special print driver that has to be installed.,9.090909090909092,4.0,0.69,5.269800000000001
"""There is as yet no evidence that money goes to terrorists, but given all of the rumours that al-Qaida has active cells in Somalia, it would not be of huge surprise if there is a connection there. We will not find out until the government takes the initiative with other interested states to find out and look at the magnitude of the sums involved and where the money is going. It is of concern.""",5.333333333333334,10.6,4.74,9.614199999999997
"There is continued CD/HD activity, but the display goes completely black (can't even read front-lit or with an external monitor) - am I doing something wrong?",17.857142857142858,13.0,1.95,6.5163
"""There is no coordination with other parts of the government, even after we explain the dangers,"" said Ali Hassan Awad.",5.0,11.1,1.47,6.027800000000001
"""There is no more bitter song than the nonrecognition of elections,"" she said, ""and that was enough to really worry us.""",0.0,9.1,1.47,6.6051
"""There is no safe location where we can go.""",11.11111111111111,2.1,0.53,5.5204
There is no suggestion that Mr Blair was seeking to use Tesco to profit from his activities as a peace envoy in Israel or Palestine.,0.0,10.7,1.59,5.8105
"There is nothing commercial about these campsites, but we have enjoyed our time there.",7.142857142857142,6.4,1.07,6.2485
"""There is no zero casualty doctrine,"" he said.",0.0,6.4,0.57,5.584400000000001
"There is only one shower house, but there are ample bathrooms scattered through out.",7.142857142857142,6.4,1.04,6.1604
"there is parking, never parked there though, not sure how much it is.",15.384615384615385,3.6,0.84,6.149000000000001
There is simply no governing restraint such as a profit motive or anxious stockholders.,14.285714285714285,8.8,1.09,6.096399999999999
"""There is so much potential in the files, to find out who did what to whom, and in order for historians in later years to be able to understand how a totalitarian regime comes about in the first place.""",10.256410256410255,16.1,2.41,6.826599999999999
"""There is uniform support, uniform horror at what happened. We have been abused by government, misused by government.""",11.11111111111111,6.8,1.48,7.0877
"there is work being done on Airport Extreme IIRC, but in the case of skype, I'd guess if one was to develop his own version from scratch, that used skypes' (secret) protocol, they'd even get countermeasures...",7.894736842105263,13.8,2.56,8.4251
"The remainder were able to pick themselves up and walk away, albeit extremely dazed and distressed.",6.25,7.2,1.23,5.711300000000001
"The remaining three are Joe Chow, Khalid Khan and Mike Laster.",0.0,2.9,0.76,5.3078
"The remarkable achievement of LCDR Bulkeley's command in damaging or destroying a notable number of Japanese enemy planes, surface combatant and merchant ships, and in dispersing landing parties and land-based enemy forces during the 4 months and 8 days of operation without benefit of repairs, overhaul, or maintenance facilities for his squadron, is believed to be without precedent in this type of warfare.",10.76923076923077,29.0,5.1,7.8743000000000025
"There may also be a new BankCo, described as the ""good"" portion of the completely state-owned Northern Rock.",15.789473684210526,8.0,1.34,6.09
"There may be limits to the caretaker role, however, even if he will be returning to Boston in January after Massachusetts voters pick a successor (Kirk is not among the candidates) to fill out Kennedy's term.",2.7027027027027026,16.2,2.54,7.129400000000001
"There may only be three homescreen panes - another thing we're unimpressed by, when HTC Sense offer you seven, plus fancy widgets to fill them with - but there's some sluggishness in panning between them occasionally.",5.555555555555555,16.6,2.67,8.2339
"There might be no drivers for the card under Mac OS but if there are non-binary drivers for it under Linux, then it might work.",7.6923076923076925,9.5,1.51,6.8370000000000015
"""There needs to be an undivided attention of all members of the elected family of San Francisco whether we agree or disagree,"" he said.",4.166666666666666,11.5,1.65,6.2249
The reporter suggested that Tibetan culture had become popular among the Chinese - that both sides were learning to co-exist peacefully.,4.761904761904762,13.5,1.7,6.8507
The Republican establishment grossly misunderstood and underestimated the mood of the conservative base.,7.6923076923076925,17.8,1.35,6.2048000000000005
"The Republican Governors Association is lending a helping hand to Christie, spending just over $5 million on 6,032 advertisements.",0.0,13.1,1.65,5.7407
"The Republican nominee, Assemblywoman Dede Scozzafava, is in third place in many polls, having largely been abandoned by national Republican figures.",14.285714285714285,16.2,1.9,5.9308000000000005
The Republican Party can do better.,16.666666666666664,8.0,0.44,5.4131
The Republican Party has decided that the party needs more women.,9.090909090909092,8.8,0.81,5.7149
The Republican Party should help this process along by supporting and promoting deserving candidates with solid accomplishments and sound ideology.,10.0,15.8,1.88,6.938199999999998
"The Republican Party will win on conservative ideas, not on skin color or gender.",14.285714285714285,8.8,1.0,5.9643999999999995
"""The Republicans will never have a majority in the House unless they have every seat in Eastern Washington other than downtown Spokane. So this is a must-win,"" said Vance, who is not working on the race.",5.405405405405405,8.0,2.47,7.2574000000000005
"There really isn't anything very 'upscale' on the US side, with the exception of the Casino which just opened their hotel last fall, IIRC.",12.0,10.3,1.69,6.5775
There're a lot of secrets and a lot of things that I haven't put out there that are bad...so I don't know if I want to.,3.3333333333333335,7.5,1.38,5.461
"""There's a good chance you've driven with someone who's bought a fancy GPS navigation system for their car that gives them voice directions for each turn as they drive. Now Google says it's releasing a version of Google Maps that does the same thing, and you won't have to pay anything for it.""",5.172413793103448,10.1,3.55,7.963900000000001
"""There's a Long, Long Trail A-Winding"" is perhaps Russell's most outstanding ghostly tale.",25.0,7.2,1.15,5.9559
"""There's an opportunity for growth in these areas - it's a trend we're seeing in the stores due in part to the challenging economic times,"" said Wal-Mart spokesman Steven Restivo.",6.0606060606060606,12.2,2.2,7.0839
"There's a remarkable, depressing paper by Achen and Bartels that includes an analysis of voter views of the deficit in 1996 - by which time the huge deficit that Bill Clinton inherited had been drastically reduced.",11.11111111111111,15.8,2.63,6.76
"There's audio, and some fairly interesting insight from Johnston on the Palin family and his Vanity Fair article, which was ""retaliation.""",9.090909090909092,13.8,1.73,5.4266000000000005
The researchers found that lupus nephritis rarely developed in the transplanted kidneys of these lupus patients; it occurred in 2.44% of individuals in the study.,7.6923076923076925,13.0,2.03,7.2629
"There seemed several people who experienced the same trouble, and there may be other solutions.",20.0,10.3,1.19,6.4155
THE Reserve Bank is expected to lift interest rates on Tuesday adding $50 to the average monthly home loan repayment amid warnings the number of defaulters is set to surge.,6.666666666666667,13.8,2.1,6.755699999999999
There's even a 12-year-old boy in Florida who put together an online video.,6.25,6.0,0.93,5.9517999999999995
"""There should be a real change in the Israeli position toward this issue in order for the peace process to be restarted.""",4.545454545454546,9.5,1.47,6.0829
There's no prohibition on unplugging the USB cable hot which also would indicate that sdparm isn't required.,0.0,11.1,1.35,6.2965
"""There's not a word to describe the overwhelming depression,"" Ann Chaudhry said as her eyes moistened.",5.88235294117647,7.2,1.28,6.2562
"""There's nothing like sneaking up, and taking down a guy, and getting that notice that you have the Master Ninja trophy. It means you have improved, you are continuing to master the game, and we are recognizing that. It's not just 'Oh, here's another guy to kill.' It's 'Here's a guy who matters in a larger context. And when I defeat him, that will be recognized.' It's a solid way of rewarding and reinforcing a game's action.""",3.571428571428571,5.9,5.19,7.324400000000001
The restaurant is small and homey.,16.666666666666664,0.9,0.43,5.184500000000001
There's that dumb line from a movie: the truth just sounds different.,15.384615384615385,3.3,0.85,6.3806
There's the Palace Theatre on Main Street.,0.0,0.1,0.53,5.5326
"The retired Fulbright & Jaworski lawyer with a focus on utility and municipal law has raised almost $300,000.",11.11111111111111,11.1,1.35,5.4088
"The Rev. Donald Lewis, chancellor of the Corellian Nativist Tradition, the distinct brand of Wicca conjured up by his great-grandmother in central Illinois about half a century ago, said controversy was never the mission.",11.428571428571429,16.6,2.76,6.1607
there was a line   saying lcp-echo-interval 30 that I left unchanged.,15.384615384615385,8.8,0.84,5.036300000000001
"There was also the file of Heinrich Fink, a theology professor who was exposed as the spy ""Heiner"" who regularly informed on students and colleagues.",0.0,13.0,1.84,7.026
There was also time to annoy various View hosts on specific issues.,16.666666666666664,8.0,0.82,5.5394
"There was an audible ""click"" when this happened.",12.5,4.1,0.6,5.560700000000001
"There was a stretch of three straight possessions in the third in which Rondo found Ray Allen for a long jumper and a pair of 3-pointers, and Allen said, ""It's weird because I never really felt like he had the ball at all.""",6.666666666666667,15.3,2.66,6.777000000000001
"""There was a tester we had who came in and was constantly describing Drake as going into 'beast mode,'"" said Minkoff, a designer on Uncharted 2.",7.6923076923076925,11.1,1.75,5.6698
"""There was a time where he kind of picked and chose,"" Rivers said.",7.6923076923076925,1.3,0.79,5.7116
There was more criticism of the No10 Press machine when the Prime Minister dithered over revealing his favourite biscuit in an interview on the Mumsnet website - even though the question had been expected.,3.0303030303030303,15.0,2.53,7.5674
There were a lot of people to lead.,0.0,0.5,0.41,5.4144000000000005
"""There were big arguments over here about how to handle that,"" Minkoff said.",7.6923076923076925,3.6,0.94,5.8951
"There were claims last night that many of those who sit on the 31-strong council - which advises ministers on what evidence there is of harm caused by drugs - may resign en masse, raising serious doubts about how ministers will justify policy decisions.",9.30232558139535,18.5,3.08,7.6309000000000005
There were distressed people outside the Bermuda Dve house as paramedics attended to victims in the front driveway of the two-storey home.,8.695652173913043,10.7,1.72,6.941399999999999
"There were indications, however, that the government's response was being influenced by electoral politics.",6.666666666666667,13.5,1.38,6.2889
There were no such worries against the hapless Cougars.,11.11111111111111,2.1,0.69,5.534000000000001
There were reports that three people in the group had survived.,0.0,4.0,0.78,6.089600000000001
There will be lots of people there to give you tips.,0.0,1.7,0.62,5.8041
The river is what he knows.,0.0,0.9,0.32,5.2309
"The rocket has undergone a sway test that simulated conditions the rocket could experience during rollout to Launch Pad 39B, wind conditions at the pad and first-stage ignition.",6.896551724137931,15.4,2.2,6.5261000000000005
"The rooms do not have refrigeraters either, for snacks and drinks.",0.0,5.2,0.82,5.3919
"""The root of this is dispossession and deprivation,"" said Ramachandra Guha, a prominent historian based in Bangalore.",5.88235294117647,13.5,1.48,5.3674
The Route 9 corridor in New Yorks Hudson Valley has plenty of things to do.,0.0,5.6,0.9,6.238800000000001
The route I chose to pick was just because they wouldn't let me see my kid.,5.88235294117647,3.6,0.88,6.483600000000001
"The runoff election in Afghanistan became necessary after widespread fraud in the first round of voting in August resulted in hundreds of thousands of Karzai's ballots being invalidated, pushing him below the required 50 percent margin to win.",10.256410256410255,18.1,3.03,7.483700000000001
"The Sacramento-based C-130 crew was looking for 50-year-old David Jines, who was reported missing after leaving Avalon Harbor on Santa Catalina Island man in a 12-foot motorized skiff to reach a friend in high winds Tuesday, authorities said.",4.651162790697675,18.1,3.01,5.759099999999999
The sale will recoup for taxpayers part of the massive public investment made to save the sector from collapse at the height of the financial crisis.,11.538461538461538,12.3,1.82,5.9232
"The sanctions were starting to hurt, these officials said, and were being felt especially by big business.",5.88235294117647,8.7,1.32,5.8825
"The scene attracted onlookers, some calling others over by cell phone, and eventually there were as many as 10 men or boys sexually assaulting the girl while another 20 looked on, laughing and snapping pictures.",2.857142857142857,15.8,2.6,7.1453000000000015
"The science minister, Lord Drayson, who is in Japan on official business, announced on the social networking network Twitter in the early hours of yesterday that he had just heard about Nutt's departure and ""I am looking into it"", triggering speculation that he is privately concerned about the way relations with the scientific community might be affected.",8.620689655172415,25.5,4.42,7.543499999999999
"The script is in the folder and executable, when I type ./unmountWD.sh the drive parks and stops spinning.",10.526315789473683,6.8,1.31,6.181
The script menu option won't show up until there are scripts in that folder.,0.0,4.0,0.93,6.382000000000001
the script starts whenever my wd-passport usb-hdd is plugged in and the notification icon stays as long as i don't remove the hdd.,11.538461538461538,11.1,1.59,6.620999999999999
The search covered 644 square miles of ocean but rescuers were concentrating on a debris field 50 miles off the San Diego coast.,8.695652173913043,8.7,1.56,5.9374
"""The search effort has saturated an area totaling 644 square miles and includes surface and air assets from the Coast Guard, Navy, Marine Corps and Customs Border Protection Air/Marine Branch,"" the Coast Guard said Saturday in a statement.",2.564102564102564,16.9,2.97,6.1089
The search gained momentum earlier this year with the help of newly elected U.S. Rep. Pete Olson.,0.0,8.7,1.19,6.053599999999999
"""The search has been continuous since the collision occurred at approximately 7 p.m. Thursday.""",6.666666666666667,11.1,1.2,5.4931
"""These are all military personnel. They're trained in survival tactics, they're trained also with the will to live,"" Castillo said.",9.090909090909092,4.8,1.65,5.9596
These are all the kind of nuts-and-bolts issues that we can address and try to resolve together.,0.0,7.6,1.18,6.1137
"These are people ""who follow the war for a living.""",0.0,3.7,0.62,5.537600000000001
"""These are very independent people, and these old family ties mean a lot there,"" said Berendt, who also is not working on the contest.",8.333333333333332,10.3,1.63,6.9648
"The seat opened following the death of Rep. Steve Hailey, R-Mesa.",0.0,3.1,0.81,5.3744000000000005
"The SEC alleges that Yee, who joined ValueAct as chief financial officer in 2005, tipped off his brother-in-law, Chen Tang, who then traded on the information through personal accounts.",9.67741935483871,14.6,2.31,6.8056
These can be traded for a compact or full sized (with numeric keypad) USB keyboard and/or a standard USB Apple Mouse (the same model that was formerly referred to as Mighty Mouse).,12.121212121212121,13.4,2.19,6.5595
These candidates can be of any stripe.,0.0,2.5,0.47,5.1644000000000005
The SEC did not identify Yee's former employer.,11.11111111111111,6.4,0.59,5.7780000000000005
"The second lesson, Ambinder says, is that ""populist, regular-guy candidates can win in supposedly 'moderate' districts.""",23.52941176470588,13.1,1.54,6.0327
"The second time, even recovery mode did not work; three times I attempting to boot without success.",5.88235294117647,7.6,1.22,6.4636
"These cooling stations are for heat stroke victims, whose temperatures soar to as high as 108 degrees.",5.88235294117647,7.6,1.26,5.515599999999999
The section that covers Kari's relocation benefits alone is about the same size as Sinegal's entire contract.,10.526315789473683,9.9,1.37,5.5408
These exploits provided the basis for W. L. White's 1942 bestseller They Were Expendable.,6.666666666666667,4.8,1.12,6.194000000000001
"The Seidmans married in 2001 and Seidman, 43, is stepfather to her three children, aged 10, 12 and 13, she said.",4.761904761904762,9.1,1.35,5.3269
These is the Kaffeine Error.,0.0,2.9,0.35,5.4559
These is the Kopete Error.,0.0,0.5,0.32,5.5677
"The Senate Finance Committee bill also could end the Massachusetts Health Insurance Connector Authority's ability to aggressively bargain with insurers on behalf of consumers and taxpayers, turning it into a toothless agency - little more than a Yellow Pages listing of insurers.",4.761904761904762,22.8,3.5,7.016
The sensitivity of the issue was underlined by the way Mr Blair responded when The Mail on Sunday contacted his office to discuss the matter at 2pm on Friday.,0.0,14.6,1.91,6.9799000000000015
These qualities coupled with a complete disregard for his own personal safety reflect great credit upon him and the Naval Service.,19.047619047619047,11.5,1.62,6.2826
"The session also deliberated a draft amendment to the Electoral Law, which was enacted in 1953.",0.0,9.5,1.18,5.3282
These things usually are done with windows boot disks as the mfg's assume windows is the OS.,0.0,6.4,1.12,6.4158
These two facts grate on feminists.,0.0,2.1,0.44,5.341500000000001
The seven aspirants for M.J. Khan's seat reflect that diversity.,0.0,6.4,0.81,5.264900000000001
These waters are full of crocodiles and poisonous snakes.,22.22222222222222,4.4,0.72,5.5822
"These were put up for sale earlier this year but the proposed deal required RBS to provide the finance to the buyer, which was rejected by the bank.",3.571428571428571,10.7,1.78,7.0319
These were the ultra-committed fans.,33.33333333333333,7.6,0.47,5.5754
"These will not only make the consumer the one who markets your product, but also create an unprecedented level of engagement.",4.761904761904762,11.5,1.54,6.677700000000001
"These writers play into viewers' expectations of type, rather than challenge them.",0.0,8.0,1.04,5.810699999999999
"These younger guys, they don't know the code.",11.11111111111111,-0.8,0.56,5.9327000000000005
The shares have declined 2.9 percent since the end of September after more than tripling this year.,5.555555555555555,6.4,1.22,6.005799999999999
"The shares, which traded at more than $61 each in February 2007, have declined 84 percent this year.",5.555555555555555,6.8,1.22,5.3206
The shelves are lower so it's easier for staff to spot customers in need and for shoppers to reach merchandise.,9.523809523809524,8.7,1.35,6.3718
The sheriff put a tall mast on the boat that keeps it from getting under the bridge (DUMB!!).,5.555555555555555,5.6,1.12,6.0661000000000005
"The show, created by Ryan Murphy (""Nip/Tuck""), Brad Falchuk, and Ian Brennan, is all about eschewing the George W. Bush-bred notion that real cowboys can't have moments of indecision - or love musical theater.",5.555555555555555,9.7,2.59,6.9094
The show's producers are soliciting questions.,14.285714285714285,10.4,0.6,5.683999999999999
"The shredded files, which any good German bureaucrat knows as vorvernichtete Akten or pre-destroyed files -- fill a staggering 16,000 mail sacks that contain about 45 million individual pages, or 600 million scraps.",20.588235294117645,15.8,2.69,6.131499999999998
"The Siena College poll has Owens picking up 36 percent of the vote, while Hoffman has 35 percent.",0.0,6.8,1.18,6.241300000000001
"The Siena poll showed Owens at 36%, Hoffman at 35% and Scozzafava at 20%.",0.0,4.0,0.88,5.1558
"The Siena Research Institute poll shows Democrat Bill Owens and Doug Hoffman are neck-and-neck, with Scozzafava far behind.",0.0,9.1,1.56,6.2921
"""The simple answer is I don't know,"" said Gerald Treece, a longtime friend who also will serve as executor of the estate.",8.695652173913043,9.5,1.47,6.001400000000001
"""The simple fact is this: We are willing to engage in peace talks immediately without preconditions,"" he said.",11.11111111111111,10.3,1.37,5.7727
The singer sounds just like Janis Joplin!!,0.0,0.1,0.53,5.5100999999999996
"The situation in Ukraine ""has reached the epidemic threshold,"" Ms. Tymoshenko said.",8.333333333333332,8.0,1.06,5.6322
The sixty-year-old blind swami flatly refuses to buckle down.,18.181818181818183,8.0,0.78,5.6231
"The slightly older Ella (Katie Cassidy) on ""Melrose Place"" also insists on a degree of murk regarding her sexuality.",5.263157894736842,11.9,1.44,5.8902
